gene_symbol,biofilm_logFC,biofilm_padj,planktonic_logFC,planktonic_padj,biofilm_label,biofilm_abs_logFC,planktonic_abs_logFC,biofilm_significant,planktonic_significant
PA14_13870,-0.247,1.0,-0.07,1.0,0,0.247,0.07,0,0
PA14_13950,0.202,1.0,-0.101,1.0,0,0.202,0.101,0,0
PA14_16020,-0.141,1.0,0.09,1.0,0,0.141,0.09,0,0
PA14_16580,-0.088,1.0,-0.142,1.0,0,0.088,0.142,0,0
nth,-0.248,1.0,-0.182,1.0,0,0.248,0.182,0,0
PA14_23630,0.215,1.0,0.132,1.0,0,0.215,0.132,0,0
PA14_26990,-0.159,1.0,0.221,1.0,0,0.159,0.221,0,0
PA14_27050,-0.106,1.0,0.066,1.0,0,0.106,0.066,0,0
PA14_27490,-0.519,1.0,0.086,1.0,0,0.519,0.086,0,0
gpo,-0.087,1.0,0.145,1.0,0,0.087,0.145,0,0
PA14_29410,0.197,1.0,-0.312,1.0,0,0.197,0.312,0,0
nuoG,0.119,1.0,-0.179,1.0,0,0.119,0.179,0,0
PA14_32850,-0.149,1.0,-0.276,1.0,0,0.149,0.276,0,0
pvdN,-0.114,1.0,-0.063,1.0,0,0.114,0.063,0,0
tauD,-0.156,1.0,0.547,1.0,0,0.156,0.547,0,0
hcnC,0.135,1.0,0.119,1.0,0,0.135,0.119,0,0
PA14_37530,-0.858,1.0,0.108,1.0,0,0.858,0.108,0,0
PA14_40060,0.468,1.0,0.136,1.0,0,0.468,0.136,0,0
PA14_41730,-0.084,1.0,-0.066,1.0,0,0.084,0.066,0,0
PA14_41780,0.129,1.0,0.271,1.0,0,0.129,0.271,0,0
pcrR,0.468,1.0,-0.05,1.0,0,0.468,0.05,0,0
sixA,0.17,1.0,-0.109,1.0,0,0.17,0.109,0,0
PA14_44390,-0.158,1.0,0.097,1.0,0,0.158,0.097,0,0
PA14_44480,0.135,1.0,-0.039,1.0,0,0.135,0.039,0,0
PA14_44820,-0.069,1.0,0.073,1.0,0,0.069,0.073,0,0
PA14_44900,0.142,1.0,0.139,1.0,0,0.142,0.139,0,0
potF,0.199,1.0,0.068,1.0,0,0.199,0.068,0,0
PA14_46630,-0.13,1.0,0.066,1.0,0,0.13,0.066,0,0
PA14_46670,-0.368,1.0,0.068,1.0,0,0.368,0.068,0,0
PA14_48350,0.278,1.0,0.233,1.0,0,0.278,0.233,0,0
PA14_48780,0.127,1.0,-0.669,1.0,0,0.127,0.669,0,0
rrmA,0.449,1.0,0.097,1.0,0,0.449,0.097,0,0
PA14_52290,0.183,1.0,-0.115,1.0,0,0.183,0.115,0,0
PA14_53570,-0.098,1.0,-0.626,1.0,0,0.098,0.626,0,0
yecP,0.29,1.0,0.072,1.0,0,0.29,0.072,0,0
PA14_54620,-0.059,1.0,0.084,1.0,0,0.059,0.084,0,0
PA14_56170,-0.203,1.0,-0.168,1.0,0,0.203,0.168,0,0
PA14_58230,0.216,1.0,0.093,1.0,0,0.216,0.093,0,0
PA14_60580,0.166,1.0,-0.111,1.0,0,0.166,0.111,0,0
mqoB,-0.111,1.0,-0.111,1.0,0,0.111,0.111,0,0
upp,0.141,1.0,0.105,1.0,0,0.141,0.105,0,0
phr,-0.22,1.0,-0.114,1.0,0,0.22,0.114,0,0
PA14_62800,-0.092,1.0,-0.262,1.0,0,0.092,0.262,0,0
PA14_63130,-0.112,1.0,-0.197,1.0,0,0.112,0.197,0,0
argS,-0.112,1.0,0.069,1.0,0,0.112,0.069,0,0
phaD,0.134,1.0,-0.046,1.0,0,0.134,0.046,0,0
dsbH,0.158,1.0,0.23,1.0,0,0.158,0.23,0,0
recG,0.123,1.0,-0.053,1.0,0,0.123,0.053,0,0
PA14_72230,-0.117,1.0,0.08,1.0,0,0.117,0.08,0,0
algB,0.095,1.0,-0.163,1.0,0,0.095,0.163,0,0
abc,-0.206,1.0,-0.084,1.0,0,0.206,0.084,0,0
Bacteria_small_SRP,-0.831,1.0,-0.186,1.0,0,0.831,0.186,0,0
PA14_00150,-0.174,1.0,-0.33,1.0,0,0.174,0.33,0,0
PA14_00320,0.201,1.0,-0.112,1.0,0,0.201,0.112,0,0
atsK,-0.849,1.0,-0.15,1.0,0,0.849,0.15,0,0
mdcG,0.339,1.0,-0.056,1.0,0,0.339,0.056,0,0
PA14_03620,-0.348,1.0,-0.139,1.0,0,0.348,0.139,0,0
aphA,0.179,1.0,0.104,1.0,0,0.179,0.104,0,0
PA14_04570,0.311,1.0,-0.072,1.0,0,0.311,0.072,0,0
pilT,-0.098,1.0,-0.09,1.0,0,0.098,0.09,0,0
PA14_08430,0.135,1.0,-0.115,1.0,0,0.135,0.115,0,0
PA14_09610,0.19,1.0,-0.107,1.0,0,0.19,0.107,0,0
PA14_10850,-0.202,1.0,0.099,1.0,0,0.202,0.099,0,0
ndk,-0.103,1.0,0.093,1.0,0,0.103,0.093,0,0
yfhD,-0.103,1.0,-0.45,1.0,0,0.103,0.45,0,0
PA14_16140,-0.136,1.0,-0.134,1.0,0,0.136,0.134,0,0
potB,-0.224,1.0,-0.051,1.0,0,0.224,0.051,0,0
mrp,0.136,1.0,0.167,1.0,0,0.136,0.167,0,0
asnB,-0.106,1.0,-0.086,1.0,0,0.106,0.086,0,0
PA14_19770,0.185,1.0,0.063,1.0,0,0.185,0.063,0,0
PA14_21140,0.266,1.0,-0.376,1.0,0,0.266,0.376,0,0
PA14_21970,-0.115,1.0,0.272,1.0,0,0.115,0.272,0,0
zwf,0.206,1.0,-0.231,1.0,0,0.206,0.231,0,0
PA14_23690,0.154,1.0,0.09,1.0,0,0.154,0.09,0,0
yafE,0.243,1.0,0.087,1.0,0,0.243,0.087,0,0
PA14_25220,-0.126,1.0,-0.195,1.0,0,0.126,0.195,0,0
PA14_28080,-0.301,1.0,-0.102,1.0,0,0.301,0.102,0,0
PA14_28440,-0.103,1.0,0.115,1.0,0,0.103,0.115,0,0
PA14_29150,0.15,1.0,-0.272,1.0,0,0.15,0.272,0,0
PA14_31350,0.093,1.0,0.141,1.0,0,0.093,0.141,0,0
PA14_33370,-0.48,1.0,-0.117,1.0,0,0.48,0.117,0,0
mtlY,0.644,1.0,-0.318,1.0,0,0.644,0.318,0,0
PA14_36605,-0.146,1.0,-0.138,1.0,0,0.146,0.138,0,0
PA14_37840,0.165,1.0,0.098,1.0,0,0.165,0.098,0,0
PA14_37900,0.15,1.0,0.101,1.0,0,0.15,0.101,0,0
PA14_38970,0.999,1.0,-0.229,1.0,0,0.999,0.229,0,0
PA14_43180,0.216,1.0,0.053,1.0,0,0.216,0.053,0,0
PA14_47420,-0.185,1.0,-0.221,1.0,0,0.185,0.221,0,0
coaB,-0.104,1.0,0.187,1.0,0,0.104,0.187,0,0
PA14_49280,-0.157,1.0,0.163,1.0,0,0.157,0.163,0,0
purC,0.128,1.0,-0.177,1.0,0,0.128,0.177,0,0
PA14_51940,0.151,1.0,-0.082,1.0,0,0.151,0.082,0,0
phhA,0.203,1.0,-0.203,1.0,0,0.203,0.203,0,0
PA14_53110,-0.186,1.0,0.146,1.0,0,0.186,0.146,0,0
ackA,0.16,1.0,-0.229,1.0,0,0.16,0.229,0,0
PA14_53880,0.171,1.0,-0.077,1.0,0,0.171,0.077,0,0
PA14_54070,0.235,1.0,-0.163,1.0,0,0.235,0.163,0,0
PA14_54630,-0.127,1.0,0.173,1.0,0,0.127,0.173,0,0
PA14_55220,0.216,1.0,-0.142,1.0,0,0.216,0.142,0,0
trpS,-0.111,1.0,0.068,1.0,0,0.111,0.068,0,0
PA14_57970,-0.065,1.0,-0.141,1.0,0,0.065,0.141,0,0
PA14_58960,0.223,1.0,0.041,1.0,0,0.223,0.041,0,0
PA14_60110,-0.072,1.0,0.079,1.0,0,0.072,0.079,0,0
hitA,0.112,1.0,0.145,1.0,0,0.112,0.145,0,0
trmA,0.198,1.0,-0.108,1.0,0,0.198,0.108,0,0
folK,0.214,1.0,-0.09,1.0,0,0.214,0.09,0,0
ureC,0.223,1.0,0.068,1.0,0,0.223,0.068,0,0
hflX,0.154,1.0,-0.034,1.0,0,0.154,0.034,0,0
fimX,-0.091,1.0,-0.093,1.0,0,0.091,0.093,0,0
aroK,0.111,1.0,-0.047,1.0,0,0.111,0.047,0,0
maeB,-0.1,1.0,0.082,1.0,0,0.1,0.082,0,0
hisI,-0.1,1.0,-0.198,1.0,0,0.1,0.198,0,0
PA14_67200,-0.092,1.0,-0.086,1.0,0,0.092,0.086,0,0
grx,-0.14,1.0,-0.151,1.0,0,0.14,0.151,0,0
PA14_67830,0.212,1.0,-0.093,1.0,0,0.212,0.093,0,0
fixR,-0.106,1.0,0.113,1.0,0,0.106,0.113,0,0
opmG,-0.163,1.0,-0.231,1.0,0,0.163,0.231,0,0
rimK,0.118,1.0,0.118,1.0,0,0.118,0.118,0,0
trxA,-0.104,1.0,-0.139,1.0,0,0.104,0.139,0,0
PA14_73050,0.152,1.0,-0.766,1.0,0,0.152,0.766,0,0
parB,0.125,1.0,-0.07,1.0,0,0.125,0.07,0,0
soj,-0.097,1.0,0.182,1.0,0,0.097,0.182,0,0
glyQ,-0.115,1.0,0.044,1.0,0,0.115,0.044,0,0
PA14_00520,-0.128,1.0,-0.094,1.0,0,0.128,0.094,0,0
PA14_01680,-0.329,1.0,-0.319,1.0,0,0.329,0.319,0,0
pcaD,0.315,1.0,0.13,1.0,0,0.315,0.13,0,0
clpA,0.126,1.0,-0.132,1.0,0,0.126,0.132,0,0
rpoB,-0.094,1.0,-0.057,1.0,0,0.094,0.057,0,0
ppiC2,-0.157,1.0,-0.259,1.0,0,0.157,0.259,0,0
PA14_11160,-0.194,1.0,-0.589,1.0,0,0.194,0.589,0,0
PA14_13580,-0.098,1.0,-0.257,1.0,0,0.098,0.257,0,0
PA14_13590,0.168,1.0,0.058,1.0,0,0.168,0.058,0,0
iscS,-0.082,1.0,0.157,1.0,0,0.082,0.157,0,0
PA14_15000,-0.113,1.0,-0.166,1.0,0,0.113,0.166,0,0
PA14_15180,-0.17,1.0,0.089,1.0,0,0.17,0.089,0,0
merD,0.406,1.0,-0.156,1.0,0,0.406,0.156,0,0
PA14_18300,-0.161,1.0,-0.059,1.0,0,0.161,0.059,0,0
nosZ,-0.127,1.0,-0.046,1.0,0,0.127,0.046,0,0
PA14_24330,-0.079,1.0,-0.103,1.0,0,0.079,0.103,0,0
foaB,0.116,1.0,-0.144,1.0,0,0.116,0.144,0,0
PA14_28530,0.095,1.0,0.082,1.0,0,0.095,0.082,0,0
PA14_29300,-0.123,1.0,0.124,1.0,0,0.123,0.124,0,0
PA14_29575,0.13,1.0,-0.072,1.0,0,0.13,0.072,0,0
PA14_31780,0.146,1.0,-0.096,1.0,0,0.146,0.096,0,0
oprN,0.25,1.0,0.265,1.0,0,0.25,0.265,0,0
PA14_34070,-0.101,1.0,0.078,1.0,0,0.101,0.078,0,0
PA14_34080,-0.097,1.0,-0.052,1.0,0,0.097,0.052,0,0
chiC,0.073,1.0,-0.067,1.0,0,0.073,0.067,0,0
PA14_35030,-0.429,1.0,0.119,1.0,0,0.429,0.119,0,0
PA14_36110,0.225,1.0,0.081,1.0,0,0.225,0.081,0,0
PA14_37910,-0.153,1.0,0.093,1.0,0,0.153,0.093,0,0
PA14_41080,0.186,1.0,0.127,1.0,0,0.186,0.127,0,0
ppiD,-0.084,1.0,-0.19,1.0,0,0.084,0.19,0,0
PA14_41270,-0.14,1.0,0.139,1.0,0,0.14,0.139,0,0
PA14_42820,0.124,1.0,0.139,1.0,0,0.124,0.139,0,0
PA14_44130,-0.12,1.0,-0.118,1.0,0,0.12,0.118,0,0
PA14_44560,0.15,1.0,-0.061,1.0,0,0.15,0.061,0,0
flhF,0.108,1.0,-0.296,1.0,0,0.108,0.296,0,0
PA14_47520,-0.091,1.0,0.503,1.0,0,0.091,0.503,0,0
PA14_49000,-0.376,1.0,-0.094,1.0,0,0.376,0.094,0,0
rbn,-0.106,1.0,0.487,1.0,0,0.106,0.487,0,0
ldhA,-0.117,1.0,-0.107,1.0,0,0.117,0.107,0,0
PA14_53840,-0.126,1.0,0.336,1.0,0,0.126,0.336,0,0
rsuA,-0.195,1.0,0.078,1.0,0,0.195,0.078,0,0
PA14_56380,-0.107,1.0,0.254,1.0,0,0.107,0.254,0,0
PA14_56880,0.133,1.0,-0.141,1.0,0,0.133,0.141,0,0
groEL,0.092,1.0,0.203,1.0,0,0.092,0.203,0,0
PA14_58690,-0.033,1.0,0.098,1.0,0,0.033,0.098,0,0
pilD,0.158,1.0,-0.176,1.0,0,0.158,0.176,0,0
ccpR,-0.145,1.0,-0.05,1.0,0,0.145,0.05,0,0
yjeS,-0.095,1.0,-0.147,1.0,0,0.095,0.147,0,0
PA14_65470,-0.098,1.0,0.175,1.0,0,0.098,0.175,0,0
PA14_65590,-0.13,1.0,-0.047,1.0,0,0.13,0.047,0,0
parC,-0.169,1.0,-0.199,1.0,0,0.169,0.199,0,0
PA14_66480,0.125,1.0,-0.145,1.0,0,0.125,0.145,0,0
gcvP1,0.093,1.0,0.338,1.0,0,0.093,0.338,0,0
PA14_69320,-0.104,1.0,-0.175,1.0,0,0.104,0.175,0,0
yicC,-0.092,1.0,-0.21,1.0,0,0.092,0.21,0,0
gltP,-0.118,1.0,0.079,1.0,0,0.118,0.079,0,0
phnA,-0.092,1.0,0.11,1.0,0,0.092,0.11,0,0
PA14_01980,0.157,1.0,0.4,1.0,0,0.157,0.4,0,0
spuD,0.096,1.0,-0.189,1.0,0,0.096,0.189,0,0
PA14_04050,-0.077,1.0,-0.072,1.0,0,0.077,0.072,0,0
PA14_04060,-0.268,1.0,-0.42,1.0,0,0.268,0.42,0,0
yhhF,-0.127,1.0,0.083,1.0,0,0.127,0.083,0,0
dhT,-0.099,1.0,-0.063,1.0,0,0.099,0.063,0,0
PA14_08030,-0.105,1.0,-0.079,1.0,0,0.105,0.079,0,0
rplB,-0.16,1.0,-0.05,1.0,0,0.16,0.05,0,0
PA14_10080,-0.339,1.0,0.079,1.0,0,0.339,0.079,0,0
PA14_11740,0.15,1.0,-0.082,1.0,0,0.15,0.082,0,0
PA14_14360,0.138,1.0,-0.101,1.0,0,0.138,0.101,0,0
PA14_15200,0.342,1.0,-0.064,1.0,0,0.342,0.064,0,0
nagE,0.14,1.0,0.087,1.0,0,0.14,0.087,0,0
yjcE,0.152,1.0,0.592,1.0,0,0.152,0.592,0,0
fruB,0.185,1.0,-0.057,1.0,0,0.185,0.057,0,0
PA14_21530,-0.294,1.0,0.062,1.0,0,0.294,0.062,0,0
PA14_23720,0.106,1.0,-0.146,1.0,0,0.106,0.146,0,0
PA14_24830,0.175,1.0,-0.128,1.0,0,0.175,0.128,0,0
trpC,0.297,1.0,-0.09,1.0,0,0.297,0.09,0,0
PA14_28200,-0.101,1.0,-0.151,1.0,0,0.101,0.151,0,0
PA14_28610,-0.209,1.0,-0.065,1.0,0,0.209,0.065,0,0
PA14_32500,0.094,1.0,0.467,1.0,0,0.094,0.467,0,0
hcnB,-0.104,1.0,0.088,1.0,0,0.104,0.088,0,0
pcoA,0.138,1.0,0.067,1.0,0,0.138,0.067,0,0
popN,0.24,1.0,0.128,1.0,0,0.24,0.128,0,0
PA14_45520,0.116,1.0,-0.1,1.0,0,0.116,0.1,0,0
PA14_45850,-0.124,1.0,-0.125,1.0,0,0.124,0.125,0,0
PA14_46430,0.137,1.0,-0.144,1.0,0,0.137,0.144,0,0
PA14_48450,0.191,1.0,0.786,1.0,0,0.191,0.786,0,0
PA14_48770,-0.143,1.0,0.095,1.0,0,0.143,0.095,0,0
PA14_49900,0.197,1.0,-0.039,1.0,0,0.197,0.039,0,0
PA14_50810,-0.106,1.0,-0.08,1.0,0,0.106,0.08,0,0
PA14_51040,0.145,1.0,0.094,1.0,0,0.145,0.094,0,0
PA14_54110,-0.712,1.0,0.3,1.0,0,0.712,0.3,0,0
putA,0.108,1.0,-0.128,1.0,0,0.108,0.128,0,0
PA14_55810,0.117,1.0,0.063,1.0,0,0.117,0.063,0,0
PA14_56420,-0.075,1.0,-0.169,1.0,0,0.075,0.169,0,0
colS,0.127,1.0,0.097,1.0,0,0.127,0.097,0,0
PA14_57080,-0.125,1.0,-0.237,1.0,0,0.125,0.237,0,0
ampD,0.126,1.0,0.078,1.0,0,0.126,0.078,0,0
PA14_61200,-0.134,1.0,-0.102,1.0,0,0.134,0.102,0,0
mgtC,-0.231,1.0,0.087,1.0,0,0.231,0.087,0,0
PA14_63440,-0.181,1.0,-0.111,1.0,0,0.181,0.111,0,0
fdnH,0.16,1.0,-0.143,1.0,0,0.16,0.143,0,0
PA14_64550,0.241,1.0,0.11,1.0,0,0.241,0.11,0,0
rpsR,0.116,1.0,0.123,1.0,0,0.116,0.123,0,0
hisA,0.116,1.0,0.46,1.0,0,0.116,0.46,0,0
gspE,0.105,1.0,-0.05,1.0,0,0.105,0.05,0,0
lrp,-0.073,1.0,0.303,1.0,0,0.073,0.303,0,0
amiA,0.15,1.0,-0.099,1.0,0,0.15,0.099,0,0
tRNA,-0.577,1.0,-0.111,1.0,0,0.577,0.111,0,0
PA14_00660,-0.167,1.0,0.181,1.0,0,0.167,0.181,0,0
PA14_00730,0.146,1.0,-0.165,1.0,0,0.146,0.165,0,0
PA14_00860,-0.729,1.0,0.074,1.0,0,0.729,0.074,0,0
PA14_02020,-0.129,1.0,-0.14,1.0,0,0.129,0.14,0,0
aldH,-0.207,1.0,-0.128,1.0,0,0.207,0.128,0,0
PA14_03360,-0.098,1.0,-0.076,1.0,0,0.098,0.076,0,0
PA14_05130,0.139,1.0,-0.246,1.0,0,0.139,0.246,0,0
PA14_07810,-0.109,1.0,-0.129,1.0,0,0.109,0.129,0,0
PA14_15160,-0.215,1.0,0.138,1.0,0,0.215,0.138,0,0
PA14_16010,-0.347,1.0,0.145,1.0,0,0.347,0.145,0,0
PA14_16410,0.208,1.0,0.07,1.0,0,0.208,0.07,0,0
PA14_17350,-0.123,1.0,-0.048,1.0,0,0.123,0.048,0,0
folE1,-0.093,1.0,-0.105,1.0,0,0.093,0.105,0,0
dsdA,0.14,1.0,-0.156,1.0,0,0.14,0.156,0,0
PA14_22370,-0.083,1.0,-0.093,1.0,0,0.083,0.093,0,0
PA14_23480,0.131,1.0,-0.072,1.0,0,0.131,0.072,0,0
PA14_25150,0.106,1.0,-0.056,1.0,0,0.106,0.056,0,0
erfK,0.092,1.0,0.073,1.0,0,0.092,0.073,0,0
PA14_28280,0.133,1.0,-0.058,1.0,0,0.133,0.058,0,0
PA14_29120,0.122,1.0,0.057,1.0,0,0.122,0.057,0,0
PA14_30500,0.256,1.0,0.045,1.0,0,0.256,0.045,0,0
sfpA,0.156,1.0,0.078,1.0,0,0.156,0.078,0,0
PA14_32370,-0.153,1.0,-0.055,1.0,0,0.153,0.055,0,0
PA14_32860,0.125,1.0,-0.234,1.0,0,0.125,0.234,0,0
pqqB,0.206,1.0,0.051,1.0,0,0.206,0.051,0,0
PA14_40550,-0.119,1.0,-0.088,1.0,0,0.119,0.088,0,0
PA14_41300,0.133,1.0,0.098,1.0,0,0.133,0.098,0,0
nasS,0.191,1.0,-0.025,1.0,0,0.191,0.025,0,0
gda1,0.121,1.0,0.037,1.0,0,0.121,0.037,0,0
PA14_47340,0.113,1.0,0.084,1.0,0,0.113,0.084,0,0
PA14_50910,-0.143,1.0,0.114,1.0,0,0.143,0.114,0,0
PA14_54120,0.283,1.0,0.087,1.0,0,0.283,0.087,0,0
purU1,0.111,1.0,0.04,1.0,0,0.111,0.04,0,0
PA14_56280,0.085,1.0,-0.066,1.0,0,0.085,0.066,0,0
gatA,0.133,1.0,-0.096,1.0,0,0.133,0.096,0,0
pilC,-0.081,1.0,0.091,1.0,0,0.081,0.091,0,0
PA14_59610,-0.054,1.0,0.042,1.0,0,0.054,0.042,0,0
lolB,0.142,1.0,-0.069,1.0,0,0.142,0.069,0,0
phaJ3,0.201,1.0,-0.236,1.0,0,0.201,0.236,0,0
accC,-0.082,1.0,0.051,1.0,0,0.082,0.051,0,0
thiC,-0.075,1.0,0.079,1.0,0,0.075,0.079,0,0
dmsR,0.143,1.0,0.04,1.0,0,0.143,0.04,0,0
rmlA,0.132,1.0,0.036,1.0,0,0.132,0.036,0,0
fkl,-0.067,1.0,0.306,1.0,0,0.067,0.306,0,0
corA,-0.086,1.0,-0.396,1.0,0,0.086,0.396,0,0
PA14_70560,-0.081,1.0,-0.072,1.0,0,0.081,0.072,0,0
PA14_02070,-0.434,1.0,-0.207,1.0,0,0.434,0.207,0,0
cheY,0.131,1.0,0.132,1.0,0,0.131,0.132,0,0
PA14_02700,0.326,1.0,-0.12,1.0,0,0.326,0.12,0,0
pcaT,0.125,1.0,0.053,1.0,0,0.125,0.053,0,0
PA14_06200,-0.355,1.0,0.185,1.0,0,0.355,0.185,0,0
PA14_06260,0.111,1.0,0.108,1.0,0,0.111,0.108,0,0
bioH,0.139,1.0,-0.071,1.0,0,0.139,0.071,0,0
vfr,-0.086,1.0,-0.394,1.0,0,0.086,0.394,0,0
xseB,-0.089,1.0,-0.09,1.0,0,0.089,0.09,0,0
eutB,-0.09,1.0,0.105,1.0,0,0.09,0.105,0,0
PA14_11920,0.151,1.0,-0.076,1.0,0,0.151,0.076,0,0
PA14_13970,-0.083,1.0,-0.239,1.0,0,0.083,0.239,0,0
pcs,0.098,1.0,0.131,1.0,0,0.098,0.131,0,0
tgt,-0.084,1.0,-0.079,1.0,0,0.084,0.079,0,0
PA14_17510,0.164,1.0,0.109,1.0,0,0.164,0.109,0,0
rnfD,-0.311,1.0,-0.129,1.0,0,0.311,0.129,0,0
ybdG,-0.101,1.0,0.103,1.0,0,0.101,0.103,0,0
PA14_19320,0.144,1.0,-0.101,1.0,0,0.144,0.101,0,0
PA14_21750,-0.081,1.0,-0.123,1.0,0,0.081,0.123,0,0
leuD,0.109,1.0,-0.056,1.0,0,0.109,0.056,0,0
folC,0.099,1.0,0.075,1.0,0,0.099,0.075,0,0
PA14_24260,0.094,1.0,-0.048,1.0,0,0.094,0.048,0,0
PA14_24620,0.132,1.0,0.103,1.0,0,0.132,0.103,0,0
ptpA,0.135,1.0,0.071,1.0,0,0.135,0.071,0,0
fabG,-0.089,1.0,0.06,1.0,0,0.089,0.06,0,0
PA14_26400,0.484,1.0,-0.043,1.0,0,0.484,0.043,0,0
PA14_26780,0.123,1.0,0.061,1.0,0,0.123,0.061,0,0
PA14_28950,-0.081,1.0,0.09,1.0,0,0.081,0.09,0,0
xylY,0.506,1.0,-0.166,1.0,0,0.506,0.166,0,0
PA14_33220,0.145,1.0,0.082,1.0,0,0.145,0.082,0,0
gntR,-0.108,1.0,0.113,1.0,0,0.108,0.113,0,0
PA14_34730,-0.231,1.0,0.084,1.0,0,0.231,0.084,0,0
PA14_35200,-0.328,1.0,-0.062,1.0,0,0.328,0.062,0,0
PA14_35730,-0.093,1.0,-0.07,1.0,0,0.093,0.07,0,0
pcoB,0.139,1.0,-0.198,1.0,0,0.139,0.198,0,0
modB,-0.124,1.0,0.671,1.0,0,0.124,0.671,0,0
PA14_41420,0.193,1.0,-0.109,1.0,0,0.193,0.109,0,0
oprF,-0.089,1.0,-0.077,1.0,0,0.089,0.077,0,0
PA14_42050,-0.116,1.0,0.027,1.0,0,0.116,0.027,0,0
PA14_43900,-0.452,1.0,-0.109,1.0,0,0.452,0.109,0,0
PA14_44570,0.179,1.0,-0.062,1.0,0,0.179,0.062,0,0
PA14_44640,-0.117,1.0,-0.093,1.0,0,0.117,0.093,0,0
PA14_50070,0.118,1.0,0.015,1.0,0,0.118,0.015,0,0
fliS,-0.097,1.0,-0.246,1.0,0,0.097,0.246,0,0
flgL,0.134,1.0,0.673,1.0,0,0.134,0.673,0,0
phaC,0.18,1.0,-0.208,1.0,0,0.18,0.208,0,0
PA14_52380,-0.073,1.0,-0.124,1.0,0,0.073,0.124,0,0
PA14_53230,0.159,1.0,0.092,1.0,0,0.159,0.092,0,0
PA14_53680,0.257,1.0,0.136,1.0,0,0.257,0.136,0,0
PA14_54460,0.152,1.0,0.076,1.0,0,0.152,0.076,0,0
PA14_54480,0.131,1.0,0.536,1.0,0,0.131,0.536,0,0
PA14_54580,0.26,1.0,-0.228,1.0,0,0.26,0.228,0,0
PA14_54880,-0.1,1.0,0.072,1.0,0,0.1,0.072,0,0
recC,0.131,1.0,0.515,1.0,0,0.131,0.515,0,0
sbcB,-0.08,1.0,-0.097,1.0,0,0.08,0.097,0,0
PA14_58970,-0.343,1.0,-0.103,1.0,0,0.343,0.103,0,0
rluD,-0.069,1.0,-0.11,1.0,0,0.069,0.11,0,0
PA14_61190,-0.107,1.0,-0.149,1.0,0,0.107,0.149,0,0
ilvH,0.115,1.0,0.074,1.0,0,0.115,0.074,0,0
PA14_62410,0.139,1.0,-0.13,1.0,0,0.139,0.13,0,0
yadB,0.149,1.0,0.15,1.0,0,0.149,0.15,0,0
PA14_64910,0.176,1.0,-0.056,1.0,0,0.176,0.056,0,0
ybcI,-0.188,1.0,0.069,1.0,0,0.188,0.069,0,0
aroB,0.12,1.0,-0.133,1.0,0,0.12,0.133,0,0
pap,-0.088,1.0,0.674,1.0,0,0.088,0.674,0,0
PA14_67820,-0.185,1.0,-0.073,1.0,0,0.185,0.073,0,0
PA14_68260,-0.086,1.0,-0.114,1.0,0,0.086,0.114,0,0
PA14_68810,0.12,1.0,0.069,1.0,0,0.12,0.069,0,0
hemB,0.143,1.0,0.09,1.0,0,0.143,0.09,0,0
amtB,0.09,1.0,0.124,1.0,0,0.09,0.124,0,0
purK,0.11,1.0,0.676,1.0,0,0.11,0.676,0,0
C4,-0.212,1.0,-0.135,1.0,0,0.212,0.135,0,0
PA14_03285,-0.098,1.0,-0.084,1.0,0,0.098,0.084,0,0
PA14_03290,-0.13,1.0,-0.096,1.0,0,0.13,0.096,0,0
PA14_03780,0.097,1.0,0.089,1.0,0,0.097,0.089,0,0
metW,-0.074,1.0,-0.088,1.0,0,0.074,0.088,0,0
codA,-0.201,1.0,-0.15,1.0,0,0.201,0.15,0,0
PA14_06430,-0.227,1.0,0.075,1.0,0,0.227,0.075,0,0
nirM,0.834,1.0,0.093,1.0,0,0.834,0.093,0,0
PA14_07210,-0.101,1.0,-0.05,1.0,0,0.101,0.05,0,0
PA14_10040,0.188,1.0,-0.135,1.0,0,0.188,0.135,0,0
PA14_11180,0.154,1.0,-0.109,1.0,0,0.154,0.109,0,0
PA14_11310,-0.16,1.0,-0.076,1.0,0,0.16,0.076,0,0
PA14_13890,-0.094,1.0,0.062,1.0,0,0.094,0.062,0,0
PA14_18320,-0.47,1.0,0.078,1.0,0,0.47,0.078,0,0
PA14_19670,0.183,1.0,-0.133,1.0,0,0.183,0.133,0,0
nosD,0.192,1.0,-0.063,1.0,0,0.192,0.063,0,0
trkH,-0.097,1.0,-0.092,1.0,0,0.097,0.092,0,0
orfK,-0.076,1.0,0.207,1.0,0,0.076,0.207,0,0
PA14_23640,-0.126,1.0,0.044,1.0,0,0.126,0.044,0,0
nqrF,-0.079,1.0,-0.094,1.0,0,0.079,0.094,0,0
PA14_26940,0.226,1.0,-0.241,1.0,0,0.226,0.241,0,0
PA14_28780,-0.126,1.0,-0.475,1.0,0,0.126,0.475,0,0
PA14_31340,-0.138,1.0,0.254,1.0,0,0.138,0.254,0,0
PA14_31900,0.107,1.0,0.07,1.0,0,0.107,0.07,0,0
PA14_32880,0.195,1.0,0.407,1.0,0,0.195,0.407,0,0
pvdD,0.089,1.0,0.092,1.0,0,0.089,0.092,0,0
PA14_33900,0.105,1.0,0.094,1.0,0,0.105,0.094,0,0
PA14_34300,0.313,1.0,-0.066,1.0,0,0.313,0.066,0,0
pslG,0.153,1.0,-0.04,1.0,0,0.153,0.04,0,0
